PARTKEY,NAME,MFGR,BRAND,TYPE,SIZE,CONTAINER,RETAILPRICE,COMMENT
16050,burnished green almond olive dodger,Manufacturer#2,Brand#24,SMALL BRUSHED TIN,27,LG BOX,966.05,efully about the u
13051,deep hot green lime tomato,Manufacturer#1,Brand#11,MEDIUM PLATED TIN,27,WRAP BAG,964.05,final ide
17046,sky aquamarine beige orange thistle,Manufacturer#2,Brand#21,ECONOMY ANODIZED NICKEL,27,JUMBO CASE,963.04,ake asymptot
60,snow spring sandy olive tomato,Manufacturer#1,Brand#11,LARGE POLISHED COPPER,27,JUMBO CASE,960.06, integ
14045,snow violet aquamarine lawn pale,Manufacturer#1,Brand#13,SMALL POLISHED TIN,27,JUMBO CASE,959.04,o the instru
16043,dim firebrick spring beige aquamarine,Manufacturer#2,Brand#23,SMALL BRUSHED BRASS,27,JUMBO CASE,959.04,ely. carefull
13044,cornflower violet misty forest deep,Manufacturer#5,Brand#53,STANDARD ANODIZED NICKEL,27,LG BAG,957.04,y special 
12043,cyan grey black smoke deep,Manufacturer#4,Brand#45,SMALL BRUSHED NICKEL,27,LG CAN,955.04,eposits. 
13039,firebrick linen lavender purple chiffon,Manufacturer#1,Brand#15,MEDIUM BURNISHED NICKEL,27,WRAP CASE,952.03,during 
17033,chiffon forest midnight steel rosy,Manufacturer#4,Brand#41,STANDARD BRUSHED STEEL,27,SM CASE,950.03,y express request
48,slate thistle cornsilk pale forest,Manufacturer#5,Brand#53,STANDARD BRUSHED STEEL,27,JUMBO CASE,948.04,ng to the depo
10035,sky smoke antique drab lawn,Manufacturer#1,Brand#14,PROMO BURNISHED BRASS,27,MED PKG,945.03,ecial reques
7037,cyan magenta deep goldenrod navy,Manufacturer#5,Brand#51,SMALL PLATED BRASS,27,SM BOX,944.03,arefully bold packa
16025,sky frosted lime honeydew dodger,Manufacturer#3,Brand#33,PROMO BRUSHED TIN,27,JUMBO DRUM,941.02,nal packa
40,lemon midnight metallic sienna steel,Manufacturer#2,Brand#25,ECONOMY BURNISHED COPPER,27,SM CASE,940.04,! blithely specia
17022,pale rosy dodger royal brown,Manufacturer#1,Brand#15,PROMO ANODIZED NICKEL,27,LG CAN,939.02,ages cajole carefully.
2032,blanched purple saddle violet wheat,Manufacturer#3,Brand#32,SMALL ANODIZED BRASS,27,WRAP PACK,934.03,le carefu
8024,misty light saddle thistle lime,Manufacturer#5,Brand#51,LARGE PLATED BRASS,27,LG BOX,932.02,s use slyly e
4025,mint antique burlywood almond orchid,Manufacturer#3,Brand#33,ECONOMY POLISHED TIN,27,WRAP JAR,929.02,heodol
13012,thistle seashell chocolate firebrick burlywood,Manufacturer#4,Brand#43,PROMO ANODIZED BRASS,27,WRAP DRUM,925.01,ts serve silent
13006,blush cornflower goldenrod light snow,Manufacturer#5,Brand#51,PROMO ANODIZED TIN,27,MED BAG,919.00,y unusual deposits?
6009,navy floral puff misty salmon,Manufacturer#5,Brand#54,STANDARD ANODIZED STEEL,27,SM BAG,915.00,arefull
17999,chocolate ivory orchid floral plum,Manufacturer#5,Brand#54,PROMO BURNISHED BRASS,28,MED DRUM,1916.99,ously.
11997,honeydew rosy cornsilk indian grey,Manufacturer#3,Brand#32,MEDIUM BRUSHED BRASS,28,MED PACK,1908.99,bout the blit
10996,burlywood spring tomato frosted aquamarine,Manufacturer#2,Brand#22,SMALL ANODIZED NICKEL,28,WRAP BAG,1906.99,re slyly among the i
19987,dim powder slate floral thistle,Manufacturer#5,Brand#55,LARGE BURNISHED TIN,28,SM BOX,1906.98,, fina
9995,dodger lime dark smoke powder,Manufacturer#1,Brand#15,SMALL PLATED BRASS,28,WRAP DRUM,1904.99, cajole furiously. re
16985,lace slate frosted bisque seashell,Manufacturer#1,Brand#12,PROMO POLISHED STEEL,28,JUMBO CAN,1901.98,above 
19980,almond blue puff firebrick magenta,Manufacturer#3,Brand#34,ECONOMY PLATED STEEL,28,MED BOX,1899.98,s the slyly
4993,red light metallic linen khaki,Manufacturer#5,Brand#54,STANDARD PLATED STEEL,28,LG BAG,1897.99, packages
16981,wheat navajo beige spring purple,Manufacturer#5,Brand#51,ECONOMY BRUSHED NICKEL,28,WRAP PKG,1897.98,r regular packages boo
7988,plum chartreuse orchid blush tan,Manufacturer#1,Brand#14,STANDARD POLISHED TIN,28,MED JAR,1895.98,lly at t
19975,goldenrod royal black moccasin rosy,Manufacturer#4,Brand#45,LARGE ANODIZED TIN,28,SM PKG,1894.97,o the 
7983,lemon yellow metallic goldenrod sky,Manufacturer#4,Brand#42,STANDARD ANODIZED NICKEL,28,JUMBO PACK,1890.98,s into the slow in
11976,dim misty gainsboro lawn green,Manufacturer#5,Brand#53,STANDARD ANODIZED BRASS,28,LG PACK,1887.97,he bli
13973,beige tomato violet dark wheat,Manufacturer#5,Brand#53,MEDIUM ANODIZED COPPER,28,JUMBO BAG,1886.97,ffily even 
9975,midnight lime white puff peach,Manufacturer#5,Brand#52,LARGE ANODIZED BRASS,28,SM PKG,1884.97, according
982,drab steel linen puff rosy,Manufacturer#3,Brand#31,SMALL POLISHED BRASS,28,SM BAG,1882.98,boost blithely
19961,tomato light goldenrod khaki snow,Manufacturer#2,Brand#24,MEDIUM ANODIZED NICKEL,28,MED DRUM,1880.96,ng to the
14964,maroon slate cream antique hot,Manufacturer#4,Brand#42,ECONOMY POLISHED BRASS,28,MED JAR,1878.96,ed, ironic requests
3974,indian goldenrod brown violet mint,Manufacturer#5,Brand#51,PROMO POLISHED BRASS,28,MED BAG,1877.97,ole across the bold id
19952,slate frosted hot yellow tomato,Manufacturer#4,Brand#45,PROMO PLATED NICKEL,28,MED JAR,1871.95,sly after the careful
8961,lemon gainsboro cornsilk spring burlywood,Manufacturer#1,Brand#13,LARGE PLATED NICKEL,28,SM PKG,1869.96,ing accoun
7959,sandy midnight tan steel sky,Manufacturer#4,Brand#41,ECONOMY PLATED TIN,28,WRAP BAG,1866.95,ins are q
6959,puff green deep dark sienna,Manufacturer#5,Brand#51,SMALL PLATED BRASS,28,SM BAG,1865.95, deposits wake care
11953,cornsilk floral hot moccasin slate,Manufacturer#4,Brand#41,PROMO PLATED STEEL,28,MED BOX,1864.95,its need to are care
6948,peach seashell black gainsboro deep,Manufacturer#1,Brand#12,SMALL BRUSHED STEEL,28,WRAP BOX,1854.94,s accou
13941,yellow bisque papaya purple dodger,Manufacturer#2,Brand#21,LARGE BURNISHED COPPER,28,MED CASE,1854.94,odolites. carefully 
17934,wheat yellow lime plum peru,Manufacturer#3,Brand#33,MEDIUM POLISHED STEEL,28,MED PACK,1851.93,nod slyly regular,
11937,plum magenta dark blue thistle,Manufacturer#3,Brand#35,STANDARD ANODIZED TIN,28,MED DRUM,1848.93,pendencies thrash
6939,mint pale antique rose orange,Manufacturer#1,Brand#15,SMALL PLATED TIN,28,WRAP BAG,1845.93,among the fur
14930,bisque aquamarine tan lavender magenta,Manufacturer#5,Brand#55,PROMO ANODIZED TIN,28,MED PACK,1844.93,uickly bold ideas af
6936,dim orange indian drab midnight,Manufacturer#1,Brand#14,STANDARD ANODIZED NICKEL,28,WRAP DRUM,1842.93,es. s
4936,turquoise blush beige blanched black,Manufacturer#4,Brand#45,MEDIUM PLATED BRASS,28,LG BAG,1840.93,as wake quick
8932,salmon rose dodger purple indian,Manufacturer#5,Brand#55,SMALL ANODIZED TIN,28,MED BAG,1840.93,lyly final dep
4932,linen peru burnished moccasin black,Manufacturer#5,Brand#52,MEDIUM PLATED COPPER,28,MED PACK,1836.93,lly eve
5927,pale ivory olive thistle orchid,Manufacturer#5,Brand#55,STANDARD POLISHED BRASS,28,WRAP BAG,1832.92,s cajole besi
19912,cream navy cornsilk peru navajo,Manufacturer#5,Brand#53,PROMO POLISHED BRASS,28,SM JAR,1831.91,uctions. furiou
7922,rosy tomato yellow burnished almond,Manufacturer#4,Brand#42,MEDIUM POLISHED TIN,28,MED BAG,1829.92, slyly
1926,cornsilk lace brown pink coral,Manufacturer#3,Brand#34,PROMO BRUSHED STEEL,28,MED BOX,1827.92,blith
10916,midnight smoke powder light black,Manufacturer#3,Brand#31,SMALL BRUSHED COPPER,28,MED PACK,1826.91,ess packages
17908,tan sienna black linen frosted,Manufacturer#3,Brand#35,PROMO PLATED BRASS,28,MED JAR,1825.90,ar pa
5913,royal steel lime purple light,Manufacturer#4,Brand#43,PROMO ANODIZED NICKEL,28,JUMBO DRUM,1818.91,yly. pinto b
916,chartreuse tomato rose chocolate magenta,Manufacturer#2,Brand#21,MEDIUM BURNISHED BRASS,28,MED CAN,1816.91,ons. bravely ironic
12902,blanched black tan violet burnished,Manufacturer#1,Brand#14,LARGE BRUSHED COPPER,28,SM BAG,1814.90,uickly express 
17897,magenta steel plum orchid azure,Manufacturer#4,Brand#43,PROMO PLATED BRASS,28,SM CAN,1814.89,posits believe care
14899,frosted midnight cornflower lime deep,Manufacturer#1,Brand#13,PROMO POLISHED TIN,28,MED CAN,1813.89,p blithe
7900,khaki slate sandy antique grey,Manufacturer#3,Brand#32,ECONOMY BRUSHED COPPER,28,MED DRUM,1807.90,osits about the furio
19886,gainsboro azure pink grey antique,Manufacturer#1,Brand#14,ECONOMY ANODIZED COPPER,28,SM BAG,1805.88,to beans among the p
8896,white pale drab firebrick sky,Manufacturer#3,Brand#33,SMALL ANODIZED COPPER,28,LG PACK,1804.89,aggle aro
10893,green papaya wheat purple sienna,Manufacturer#4,Brand#44,STANDARD POLISHED TIN,28,JUMBO PACK,1803.89,uickly above
13890,plum chiffon black lemon aquamarine,Manufacturer#2,Brand#21,STANDARD ANODIZED COPPER,28,MED CASE,1803.89,e ironic, 
11891,spring tomato chartreuse azure snow,Manufacturer#3,Brand#33,LARGE PLATED TIN,28,MED PACK,1802.89,s. express foxes
13886,sienna honeydew chocolate chartreuse orchid,Manufacturer#3,Brand#34,MEDIUM PLATED COPPER,28,LG BOX,1799.88,tructions ought t
10883,lavender turquoise chiffon medium seashell,Manufacturer#3,Brand#34,ECONOMY BRUSHED COPPER,28,SM PACK,1793.88,sly re
9882,blush medium plum wheat aquamarine,Manufacturer#1,Brand#13,LARGE ANODIZED STEEL,28,LG BOX,1791.88,blithely regular 
8879,peru khaki grey pink burnished,Manufacturer#1,Brand#15,SMALL PLATED BRASS,28,MED BAG,1787.87,ckly whithout the f
11872,olive sienna wheat misty peach,Manufacturer#4,Brand#43,STANDARD BURNISHED NICKEL,28,WRAP BOX,1783.87,r requests gr
4876,ghost midnight chartreuse yellow blush,Manufacturer#4,Brand#41,SMALL BRUSHED STEEL,28,JUMBO CASE,1780.87,odolite
18860,drab honeydew olive blue saddle,Manufacturer#4,Brand#45,STANDARD POLISHED COPPER,28,WRAP PACK,1778.86,the finally ironic
19859,ghost tomato cream spring burnished,Manufacturer#4,Brand#42,LARGE BURNISHED BRASS,28,WRAP BAG,1778.85,ross the bold de
10866,misty turquoise bisque rose snow,Manufacturer#5,Brand#52,ECONOMY POLISHED BRASS,28,SM PKG,1776.86,r deposits nag. f
8864,coral yellow tomato lemon medium,Manufacturer#1,Brand#15,PROMO POLISHED NICKEL,28,SM JAR,1772.86,t requests are.
10860,pale ghost smoke wheat brown,Manufacturer#4,Brand#42,ECONOMY BURNISHED STEEL,28,WRAP CASE,1770.86,lets. furious
869,snow blush violet lace ghost,Manufacturer#2,Brand#24,STANDARD ANODIZED COPPER,28,LG BAG,1769.86,y fina
4865,indian dark bisque maroon chiffon,Manufacturer#1,Brand#12,STANDARD POLISHED TIN,28,SM PACK,1769.86,ld, even deposits ca
17852,midnight spring ivory azure cornflower,Manufacturer#4,Brand#43,ECONOMY ANODIZED NICKEL,28,JUMBO BAG,1769.85,es boost bl
10852,misty powder deep lavender cornflower,Manufacturer#3,Brand#33,LARGE PLATED STEEL,28,LG BOX,1762.85,ong the furious
18841,tan papaya purple saddle metallic,Manufacturer#3,Brand#35,MEDIUM ANODIZED NICKEL,28,WRAP DRUM,1759.84,ve the unusual, bold t
9848,purple cyan brown floral orange,Manufacturer#2,Brand#25,STANDARD BURNISHED BRASS,28,SM BAG,1757.84,regular accoun
8843,dim cornsilk drab turquoise lace,Manufacturer#1,Brand#11,PROMO BURNISHED STEEL,28,LG PACK,1751.84,old deposits. re
14832,goldenrod maroon honeydew navy hot,Manufacturer#4,Brand#41,LARGE POLISHED NICKEL,28,WRAP DRUM,1746.83,ent braids do
16830,wheat bisque navy misty sandy,Manufacturer#1,Brand#12,STANDARD BRUSHED NICKEL,28,LG PKG,1746.83, tithes sle
7837,blanched lace white pink rose,Manufacturer#5,Brand#54,LARGE BURNISHED NICKEL,28,WRAP CAN,1744.83,ess deposits ha
11831,spring burlywood lime indian sky,Manufacturer#2,Brand#23,SMALL POLISHED STEEL,28,MED CAN,1742.83,counts across the bo
16825,papaya goldenrod aquamarine slate honeydew,Manufacturer#2,Brand#25,MEDIUM POLISHED BRASS,28,JUMBO CAN,1741.82,the e
12826,chiffon deep navy aquamarine blanched,Manufacturer#3,Brand#33,PROMO BURNISHED TIN,28,LG CAN,1738.82,ironi
12820,lawn navy khaki burnished magenta,Manufacturer#2,Brand#24,PROMO PLATED TIN,28,SM PKG,1732.82,y pending th
13817,coral gainsboro dim rose cyan,Manufacturer#3,Brand#31,ECONOMY BRUSHED BRASS,28,MED CAN,1730.81,unusual deposit
5823,magenta almond chartreuse sienna blanched,Manufacturer#5,Brand#52,PROMO PLATED NICKEL,28,WRAP CAN,1728.82,ays final theodolites
13804,moccasin maroon burnished khaki blanched,Manufacturer#1,Brand#12,SMALL ANODIZED TIN,28,LG BAG,1717.80, pinto beans promise--
18797,puff metallic papaya gainsboro cornsilk,Manufacturer#1,Brand#13,SMALL POLISHED BRASS,28,WRAP PKG,1715.79,ts must have to haggle
6806,blush bisque antique lemon gainsboro,Manufacturer#5,Brand#51,PROMO ANODIZED BRASS,28,SM BOX,1712.80,ages. bold foxe
18781,cornflower burnished coral maroon red,Manufacturer#5,Brand#52,LARGE BRUSHED NICKEL,28,WRAP CASE,1699.78,cuses. quickly final 
15783,peach lawn white medium papaya,Manufacturer#1,Brand#11,MEDIUM PLATED TIN,28,SM PACK,1698.78,ven id
16779,gainsboro floral violet khaki papaya,Manufacturer#2,Brand#22,LARGE PLATED COPPER,28,SM BOX,1695.77,s boost carefully care
18776,lace chartreuse floral slate rose,Manufacturer#2,Brand#23,STANDARD PLATED NICKEL,28,WRAP PACK,1694.77,ate. quickly 
793,white chiffon blue green violet,Manufacturer#5,Brand#51,LARGE POLISHED NICKEL,28,JUMBO CAN,1693.79,tions. furiou
4776,blush smoke mint red burlywood,Manufacturer#2,Brand#24,SMALL BURNISHED TIN,28,SM CAN,1680.77,ffily r
2777,forest deep rose peru chartreuse,Manufacturer#5,Brand#51,STANDARD PLATED TIN,28,SM CASE,1679.77,ic acco
9764,deep chocolate grey saddle peru,Manufacturer#4,Brand#45,SMALL BURNISHED NICKEL,28,WRAP DRUM,1673.76,. furio
2769,aquamarine lavender papaya lemon honeydew,Manufacturer#2,Brand#24,PROMO POLISHED STEEL,28,LG DRUM,1671.76,s haggle quickly eve
16755,azure ghost smoke puff dark,Manufacturer#3,Brand#31,MEDIUM PLATED STEEL,28,MED BOX,1671.75,carefully regul
16753,tan red ivory drab firebrick,Manufacturer#2,Brand#21,SMALL ANODIZED COPPER,28,WRAP CAN,1669.75,es. special, 
12751,ghost medium snow lace navy,Manufacturer#5,Brand#52,ECONOMY PLATED TIN,28,MED PACK,1663.75, final r
14744,thistle slate white rosy firebrick,Manufacturer#5,Brand#52,STANDARD ANODIZED COPPER,28,LG DRUM,1658.74,p spec
16740,floral navajo lemon wheat sandy,Manufacturer#3,Brand#32,ECONOMY POLISHED STEEL,28,MED JAR,1656.74,encies poach
2750,dim powder bisque black green,Manufacturer#2,Brand#24,LARGE BRUSHED COPPER,28,LG CASE,1652.75,iously silent re
15737,purple tomato rose black chiffon,Manufacturer#1,Brand#12,SMALL BRUSHED BRASS,28,MED BOX,1652.73,counts snoo
1747,burnished peru lawn cyan sienna,Manufacturer#5,Brand#55,SMALL BURNISHED COPPER,28,LG CAN,1648.74,nto b
2744,powder medium cornsilk navajo sienna,Manufacturer#5,Brand#53,MEDIUM BRUSHED STEEL,28,LG BOX,1646.74,s. regular
4740,blush hot black metallic dodger,Manufacturer#1,Brand#11,MEDIUM BURNISHED TIN,28,MED CAN,1644.74,ly eve
18723,pink honeydew antique blush almond,Manufacturer#5,Brand#53,LARGE BRUSHED COPPER,28,WRAP JAR,1641.72,zle. furiously e
4735,royal azure saddle peru lawn,Manufacturer#2,Brand#21,ECONOMY BRUSHED TIN,28,JUMBO JAR,1639.73,furiously
9727,purple coral frosted blue wheat,Manufacturer#3,Brand#34,ECONOMY ANODIZED TIN,28,LG CASE,1636.72,s the fluffily
15714,forest floral ghost spring green,Manufacturer#2,Brand#23,LARGE BRUSHED COPPER,28,SM DRUM,1629.71,ideas haggle. quic
12716,orchid wheat saddle green smoke,Manufacturer#2,Brand#22,ECONOMY BURNISHED BRASS,28,LG CASE,1628.71,s the quickly i
1726,navy dim mint saddle floral,Manufacturer#3,Brand#35,LARGE PLATED COPPER,28,JUMBO JAR,1627.72,ickly furious
10717,thistle magenta misty purple midnight,Manufacturer#3,Brand#35,SMALL BURNISHED BRASS,28,WRAP CASE,1627.71,rnis haggle so
4722,misty sky turquoise peach puff,Manufacturer#5,Brand#53,PROMO PLATED TIN,28,WRAP PKG,1626.72,ckly regular excu
13713,mint dodger snow lace midnight,Manufacturer#1,Brand#15,PROMO POLISHED TIN,28,WRAP CASE,1626.71,s. even de
15711,navy ghost sandy linen black,Manufacturer#4,Brand#43,ECONOMY PLATED BRASS,28,SM PACK,1626.71,theodolites
724,rosy coral thistle ghost papaya,Manufacturer#3,Brand#35,PROMO POLISHED COPPER,28,JUMBO BOX,1624.72, carefully pend
12707,beige pink linen dark white,Manufacturer#2,Brand#23,ECONOMY ANODIZED NICKEL,28,JUMBO PKG,1619.70,the f
717,papaya turquoise spring midnight medium,Manufacturer#2,Brand#22,STANDARD PLATED TIN,28,JUMBO JAR,1617.71, final notornis na
10707,drab coral sky yellow olive,Manufacturer#3,Brand#31,MEDIUM BRUSHED STEEL,28,SM PACK,1617.70,even r
715,deep yellow coral sienna white,Manufacturer#2,Brand#24,LARGE BRUSHED TIN,28,WRAP BAG,1615.71,ons boost. furiou
15700,moccasin indian coral tomato gainsboro,Manufacturer#2,Brand#22,PROMO PLATED COPPER,28,MED DRUM,1615.70,ly brave account
18697,saddle dim beige orchid rosy,Manufacturer#1,Brand#15,PROMO ANODIZED TIN,28,WRAP PKG,1615.69,al ideas haggle caref
18688,wheat saddle violet powder smoke,Manufacturer#4,Brand#41,SMALL ANODIZED STEEL,28,MED PKG,1606.68,even deposits alongsid
18685,lace salmon lime misty navy,Manufacturer#1,Brand#12,STANDARD ANODIZED BRASS,28,WRAP PKG,1603.68,ress requests. care
16686,turquoise lawn smoke powder saddle,Manufacturer#1,Brand#15,PROMO POLISHED BRASS,28,LG BAG,1602.68,ntegrate quic
1695,ghost maroon green khaki plum,Manufacturer#3,Brand#35,PROMO POLISHED BRASS,28,SM CAN,1596.69,slyly eve
4692,violet lemon chartreuse smoke spring,Manufacturer#1,Brand#11,STANDARD ANODIZED COPPER,28,WRAP PACK,1596.69,uests. slyly eve
9687,sandy turquoise royal peru yellow,Manufacturer#1,Brand#11,PROMO POLISHED STEEL,28,LG PACK,1596.68,t gifts haggle acro
13683,royal bisque light thistle cyan,Manufacturer#1,Brand#12,STANDARD BURNISHED TIN,28,JUMBO PKG,1596.68,lar accounts was even 
3691,forest plum puff lime saddle,Manufacturer#3,Brand#32,MEDIUM BRUSHED TIN,28,JUMBO CASE,1594.69,ully final
14677,violet beige sandy sienna khaki,Manufacturer#1,Brand#11,LARGE BURNISHED STEEL,28,SM BOX,1591.67,s are carefully blith
16674,moccasin lawn lemon navajo peach,Manufacturer#1,Brand#13,LARGE BURNISHED BRASS,28,SM BOX,1590.67,e the carefully iron
11672,blue cyan cornsilk gainsboro grey,Manufacturer#1,Brand#13,SMALL ANODIZED NICKEL,28,LG DRUM,1583.67,y. bold packag
8669,violet dim hot chartreuse ivory,Manufacturer#5,Brand#54,PROMO PLATED TIN,28,JUMBO BOX,1577.66,encies. bl
19658,moccasin navajo green mint aquamarine,Manufacturer#2,Brand#22,PROMO BRUSHED TIN,28,JUMBO CASE,1577.65,ously bold 
16659,cream steel black lace blue,Manufacturer#5,Brand#52,STANDARD ANODIZED TIN,28,SM CAN,1575.65,e slyly sile
12662,cream brown lavender blush cornsilk,Manufacturer#4,Brand#45,SMALL BURNISHED STEEL,28,LG JAR,1574.66, special requests
1671,pink pale light burlywood aquamarine,Manufacturer#2,Brand#25,PROMO ANODIZED COPPER,28,SM PACK,1572.67,ronic
17655,turquoise puff seashell mint brown,Manufacturer#4,Brand#43,LARGE PLATED COPPER,28,WRAP CAN,1572.65,icingly accor
5663,lace metallic white indian sky,Manufacturer#5,Brand#52,ECONOMY POLISHED STEEL,28,LG BOX,1568.66,nding ideas slee
9658,light blush forest cornsilk lace,Manufacturer#3,Brand#32,PROMO POLISHED STEEL,28,JUMBO CASE,1567.65,fully regu
4662,mint chocolate wheat navy yellow,Manufacturer#5,Brand#51,STANDARD POLISHED NICKEL,28,SM PKG,1566.66,inal pinto beans
2659,rose bisque violet peach firebrick,Manufacturer#4,Brand#43,MEDIUM POLISHED BRASS,28,WRAP BOX,1561.65,struc
5656,wheat steel dim chiffon azure,Manufacturer#5,Brand#55,MEDIUM BURNISHED NICKEL,28,LG CASE,1561.65,uriously express
5652,white drab seashell cornflower khaki,Manufacturer#4,Brand#44,SMALL ANODIZED BRASS,28,JUMBO JAR,1557.65,ympto
10647,rose bisque lemon cornsilk wheat,Manufacturer#1,Brand#15,SMALL BRUSHED BRASS,28,JUMBO CASE,1557.64,o the quic
653,lime cornflower sky beige antique,Manufacturer#1,Brand#15,ECONOMY BURNISHED BRASS,28,JUMBO DRUM,1553.65,ias. i
2650,powder chiffon burlywood moccasin light,Manufacturer#1,Brand#11,PROMO PLATED BRASS,28,JUMBO PACK,1552.65, requests. hockey pl
3649,grey deep navajo antique tomato,Manufacturer#3,Brand#34,MEDIUM ANODIZED NICKEL,28,WRAP BAG,1552.64,doggedly pend
12637,forest khaki lavender smoke papaya,Manufacturer#1,Brand#15,PROMO POLISHED COPPER,28,LG CASE,1549.63,blithely. even excu
19626,brown dark chartreuse magenta burnished,Manufacturer#5,Brand#51,SMALL PLATED TIN,28,WRAP PKG,1545.62,xes about the furi
19624,magenta purple plum smoke peach,Manufacturer#5,Brand#53,LARGE POLISHED NICKEL,28,LG CAN,1543.62,bold reque
18624,powder yellow firebrick olive burnished,Manufacturer#1,Brand#14,ECONOMY BURNISHED NICKEL,28,WRAP CASE,1542.62,oxes. car
19620,red navy tomato dodger chocolate,Manufacturer#1,Brand#14,STANDARD BRUSHED BRASS,28,JUMBO CASE,1539.62,quests at the ironic, 
6631,drab moccasin lace white ghost,Manufacturer#3,Brand#33,SMALL PLATED BRASS,28,WRAP CASE,1537.63,es nag. multi
16608,ivory lavender blush slate peach,Manufacturer#4,Brand#42,SMALL PLATED STEEL,28,LG JAR,1524.60,ajole among the
12611,peru brown antique coral cyan,Manufacturer#5,Brand#51,MEDIUM POLISHED TIN,28,SM BOX,1523.61,nic acco
2613,honeydew ghost white orchid sienna,Manufacturer#5,Brand#55,STANDARD ANODIZED BRASS,28,JUMBO CASE,1515.61,to beans nag whitho
1613,rose bisque forest cornflower cream,Manufacturer#4,Brand#44,STANDARD PLATED COPPER,28,MED CASE,1514.61,structions wak
11602,coral mint midnight orchid hot,Manufacturer#3,Brand#31,STANDARD ANODIZED TIN,28,JUMBO CASE,1513.60,the foxes sleep slyly 
12592,dodger orange spring chiffon lavender,Manufacturer#2,Brand#22,SMALL PLATED COPPER,28,LG BOX,1504.59,ites. quickly sil
3593,pink tomato gainsboro steel ivory,Manufacturer#4,Brand#45,MEDIUM BURNISHED TIN,28,SM PACK,1496.59,detect fluf
6590,firebrick chartreuse goldenrod honeydew steel,Manufacturer#1,Brand#13,SMALL BRUSHED COPPER,28,MED DRUM,1496.59,es sleep about th
14582,deep orchid aquamarine wheat lace,Manufacturer#5,Brand#55,LARGE POLISHED BRASS,28,WRAP DRUM,1496.58,ong the slyly even fra
594,seashell magenta rosy cornsilk smoke,Manufacturer#3,Brand#31,PROMO BRUSHED BRASS,28,SM JAR,1494.59,s detect fu
13580,antique peru pale navy yellow,Manufacturer#4,Brand#43,SMALL PLATED COPPER,28,JUMBO CASE,1493.58,ites 
17573,brown chartreuse azure black khaki,Manufacturer#1,Brand#15,STANDARD BURNISHED NICKEL,28,WRAP BAG,1490.57,counts. unusual, regu
2587,lemon bisque almond floral lavender,Manufacturer#1,Brand#13,ECONOMY BURNISHED STEEL,28,JUMBO BOX,1489.58, regula
3583,drab papaya dim chartreuse tomato,Manufacturer#1,Brand#15,PROMO BRUSHED TIN,28,JUMBO CAN,1486.58,y regular pac
8578,brown honeydew violet khaki lawn,Manufacturer#5,Brand#52,STANDARD BRUSHED STEEL,28,WRAP CASE,1486.57,ss pinto 
17566,almond frosted indian grey green,Manufacturer#4,Brand#44,SMALL BRUSHED STEEL,28,MED BOX,1483.56,ses. carefully iro
2571,beige hot bisque powder frosted,Manufacturer#3,Brand#35,ECONOMY BRUSHED COPPER,28,LG CASE,1473.57,jole blithely
18554,orange orchid midnight spring azure,Manufacturer#3,Brand#33,SMALL ANODIZED BRASS,28,WRAP JAR,1472.55, carefully ironic dep
7563,burnished misty deep black drab,Manufacturer#2,Brand#21,MEDIUM POLISHED COPPER,28,LG CAN,1470.56,s haggle above t
3560,burnished moccasin orchid aquamarine peru,Manufacturer#5,Brand#55,MEDIUM BURNISHED STEEL,28,JUMBO BAG,1463.56, blithely final 
6557,lawn blue navy rose navajo,Manufacturer#1,Brand#15,STANDARD BURNISHED NICKEL,28,SM BOX,1463.55,pendin
2559,beige royal floral blanched deep,Manufacturer#1,Brand#11,STANDARD POLISHED TIN,28,MED PKG,1461.55,ounts; r
6543,sky red goldenrod bisque tomato,Manufacturer#1,Brand#14,STANDARD POLISHED COPPER,28,JUMBO PACK,1449.54, packages haggle car
548,cyan lime lawn misty mint,Manufacturer#3,Brand#33,ECONOMY ANODIZED TIN,28,SM CAN,1448.54,gular
4543,beige sienna bisque lace saddle,Manufacturer#4,Brand#41,MEDIUM PLATED COPPER,28,LG CASE,1447.54,uickly bold a
3543,plum frosted dark forest goldenrod,Manufacturer#2,Brand#21,PROMO ANODIZED NICKEL,28,MED CASE,1446.54,uriously dogg
1544,lawn brown black almond mint,Manufacturer#5,Brand#51,LARGE BURNISHED STEEL,28,SM PKG,1445.54,sly pinto b
11531,lawn navajo navy saddle lace,Manufacturer#3,Brand#32,SMALL PLATED TIN,28,LG CASE,1442.53,the fi
17523,powder rosy deep almond sandy,Manufacturer#2,Brand#25,ECONOMY ANODIZED STEEL,28,MED CASE,1440.52,s. qui
4534,drab dodger turquoise indian lawn,Manufacturer#5,Brand#54,PROMO BRUSHED BRASS,28,MED JAR,1438.53,refully stealth
6531,floral metallic medium honeydew firebrick,Manufacturer#2,Brand#22,LARGE BURNISHED COPPER,28,WRAP CASE,1437.53,ths after the 
4529,lace moccasin sandy mint beige,Manufacturer#3,Brand#35,PROMO BURNISHED STEEL,28,WRAP JAR,1433.52,ole after t
11514,purple rosy deep misty smoke,Manufacturer#2,Brand#24,STANDARD POLISHED COPPER,28,SM JAR,1425.51,. furiously even warh
5517,gainsboro navajo firebrick wheat forest,Manufacturer#4,Brand#43,STANDARD BURNISHED TIN,28,WRAP DRUM,1422.51,ainst the slyly final
